timestamp,date,time,session_id,question_number,language_detected,question,answer,sources,response_time_seconds,answer_length_words,topic_category,had_summary_card
2026-05-20T09:16:16.463761,2026-05-20,09:16:16,ceb1bc00,13,english,13.	How can a woman-owned business access the Women Enterprise Fund?,# How Can a Woman-Owned Business Access the Women Enterprise Fund (WEF)?  Excellent question! The **Women Enterprise Fund is specifically designed to empower women entrepreneurs**. Here's your complete guide based on WEF's Strategic Plan 2023–2027.  ---  ## What is the Women Enterprise Fund (WEF)?  **WEF** is a **government affirmative action fund** established in 2007 through Legal Notice No. 147 to promote **women economic empowerment**.  **Vision:** A sustainable Fund empowering Kenyan women,wef_strategic_plan.pdf,11.68,675,Financing,no
2026-05-20T09:16:33.082745,2026-05-20,09:16:33,ceb1bc00,14,english,14.	What is the difference between the Hustler Fund personal loan and business loan?,# What is the Difference Between Hustler Fund Personal Loan and Business Loan?  Great question! The Hustler Fund offers **two main loan products** with different purposes. Let me explain the key differences.  ---  ## Overview of Both Products  The Hustler Fund has: 1. **Personal Loan** — for individuals 2. **Biashara Loan** (Business Loan) — for business owners  Both are accessible via **USSD (*254#)** or the **Hustler Fund mini-App**.  ---  ## Hustler Fund Personal Loan  ### **What It Is**  A *,hustlerfund_personal_loan.txt | hustler_fund_faq.pdf | hustler_fund_personal_loan.pdf,12.05,625,Financing,no
2026-05-20T09:16:50.173385,2026-05-20,09:16:50,ceb1bc00,15,english,15.	How do SACCOs offer loans differently from commercial banks in Kenya?,# How Do SACCOs Offer Loans Differently from Commercial Banks in Kenya?  Excellent question! **SACCOs are a major source of credit for Kenyan MSMEs** — often better than banks. Let me explain the key differences.  ---  ## What is a SACCO?  **SACCO** = **Savings and Credit Co-operative Organization**  **Simple definition:** A group of people who pool their money together to **save collectively and lend to each other**.  **How it works:** - Members contribute monthly savings - Members can borrow f,cbk_bank_supervision_annual_2024.pdf | cbk_msme_credit_survey_2022.pdf | knbs_msme_survey_2016_report.pdf,11.89,637,Financing,no
2026-05-20T09:17:04.403605,2026-05-20,09:17:04,ceb1bc00,16,english,16.	What is the Unified Business Permit in Nairobi and how do I apply for it?,"# What is the Unified Business Permit in Nairobi and How Do I Apply for It?  Great question! The **Unified Business Permit is Nairobi's simplified licensing system**. Here's your complete guide.  ---  ## What is the Unified Business Permit?  **The Unified Business Permit** is a **single, consolidated license** that replaces **5 separate permits** into one.  **Before:** You had to get 5 different permits from different offices. **Now:** One permit covers everything.  ### **What 5 Permits Does It",doing_business_kenya_sme_guide_2024.pdf | doing_business_kenya_launch.txt | doing_business_kenya_sectors.txt | mombasa_business_permit_procedure.txt,12.77,655,Permits & Licenses,no
2026-05-20T09:17:18.357691,2026-05-20,09:17:18,ceb1bc00,17,english,17.	What licenses does a food business in Kenya need to operate legally?,# What Licenses Does a Food Business in Kenya Need to Operate Legally?  Excellent question! Food businesses have **specific compliance requirements** in Kenya. Here's what you need.  ---  ## Licenses Required for Food Businesses  **Food businesses in Kenya need 3 main licenses:**  1. **Business Registration Certificate (BRS)** 2. **Health Certificate from County** 3. **Food Safety Certification (if applicable)**  Plus any **local/county-specific requirements**.  ---  ## 1. Business Registration,business_registration_act_cap499.pdf | brs_registration_business_names_act.pdf | knbs_msme_survey_2016_report.pdf,12.32,661,Permits & Licenses,no
2026-05-20T09:17:33.511324,2026-05-20,09:17:33,ceb1bc00,18,english,18.	What happens if I operate a business without a county permit in Kenya?,"# What Happens If I Operate a Business Without a County Permit in Kenya?  Serious question! Operating without a permit has **significant legal and financial consequences**. Let me explain what happens.  ---  ## Legal Consequences  ### **1. Criminal Liability**  **Operating without a permit is an OFFENSE under Kenyan law.**  **Key Law:** Based on the **Local Government Act and County regulations**, operating a business without required permits is illegal.  ### **2. Penalties You Can Face**  ####",nairobi_county_laws_business.txt,13.18,685,Permits & Licenses,no
2026-05-20T09:17:46.452466,2026-05-20,09:17:46,ceb1bc00,19,english,19.	How do I register my business and employees for NSSF in Kenya?,"# How Do I Register My Business and Employees for NSSF in Kenya?  Excellent question! **NSSF registration is a legal requirement for all employers**. Here's your complete guide based on the NSSF Act, CAP 258.  ---  ## What is NSSF?  **NSSF** = **National Social Security Fund**  **Purpose:** To provide **social security protection to all workers** in retirement, disability, and other contingencies.  **Key fact from NSSF:** > ""The role of NSSF is to provide Social Security Protection to all worker",nssf_registration_forms.txt | nssf_faq.txt | nssf_employer_notice_2024.txt,11.65,657,Business Registration,no
2026-05-20T09:18:02.347708,2026-05-20,09:18:02,ceb1bc00,20,english,20.	What is SHIF and how does it replace NHIF for my employees?,"# What is SHIF and How Does It Replace NHIF for My Employees?  Excellent question! **SHIF (Social Health Insurance Fund) is Kenya's new health insurance system** that's replacing NHIF. Here's what you need to know as an employer.  ---  ## What is SHIF?  **SHIF** = **Social Health Insurance Fund**  **Key fact:** SHIF is the **new mandatory health insurance system in Kenya**, replacing NHIF (National Health Insurance Fund).  **Launch Date:** **October 2023** (rolled out nationwide)  **Legal basis:",knbs_msme_survey_2016_report.pdf | un_covid19_impact_msmes_kenya.pdf,11.51,589,Social Security,no
2026-05-20T09:18:46.654696,2026-05-20,09:18:46,ceb1bc00,21,english,21.	What is the NITA levy and which businesses are required to pay it?,"# What is the NITA Levy and Which Businesses Are Required to Pay It?  Excellent question! **The NITA levy is a mandatory training contribution for employers**. Based on the NITA (National Industrial Training Authority) information provided, here's everything you need to know.  ---  ## What is NITA Levy?  **NITA Levy** = A **mandatory monthly contribution** that employers pay to support **staff training and skills development**.  **Official definition from NITA:** > ""The NITA levy is a contributi",nita_levy_inspectorate.txt,40.29,670,Social Security,no
2026-05-20T09:19:19.502520,2026-05-20,09:19:19,ceb1bc00,22,english,22.	How can a Kenyan MSME export products to other African countries under AfCFTA?,"# How Can a Kenyan MSME Export Products to Other African Countries Under AfCFTA?  Excellent question! **The AfCFTA (African Continental Free Trade Area) is a major opportunity for Kenyan MSMEs to expand into African markets**. Based on the knowledge base, here's your complete guide.  ---  ## What is AfCFTA?  **AfCFTA** = **African Continental Free Trade Area**  ### **Key Facts from the Knowledge Base:**  **Launch:** - Officially launched: **March 21, 2018** in Kigali - Trading commenced: **Janua",unctad_kenya_msme_challenges_opportunities.pdf | kippra_afcfta_kenya.txt | ecommerce_africa_msme_research_2024.pdf,13.06,689,Trade & Markets,no
2026-05-20T09:19:34.561451,2026-05-20,09:19:34,ceb1bc00,23,english,23.	What services does KEPROBA offer to help Kenyan businesses export their products?,"# What Services Does KEPROBA Offer to Help Kenyan Businesses Export Their Products?  Excellent question! **KEPROBA is Kenya's official export promotion agency**. Based on the knowledge base, here's what they offer to support your export business.  ---  ## What is KEPROBA?  **KEPROBA** = **Kenya Export Promotion and Branding Agency**  **Official Role:** Government agency under the Ministry of Trade, Investments and Innovation  **Mission:** To promote and brand Kenyan exports globally while provid",doing_business_kenya_launch.txt | doing_business_kenya_sectors.txt | unctad_kenya_msme_challenges_opportunities.pdf | keproba_trade_advisory.txt,13.24,721,Trade & Markets,no
2026-05-20T09:20:23.706170,2026-05-20,09:20:23,ceb1bc00,24,english,24.	What preferential trade benefits does Kenya get from being in the EAC and COMESA?,"# What Preferential Trade Benefits Does Kenya Get from Being in the EAC and COMESA?  Excellent question! **Kenya's membership in both EAC and COMESA provides significant trade advantages**. Based on the knowledge base, here's what you need to know.  ---  ## Kenya's Membership in Regional Trading Blocs  ### **1. EAC (East African Community)**  **Kenya's Status:** Founding member (1999)  **Other EAC Members:** - Tanzania - Uganda - Rwanda - Burundi - South Sudan - Democratic Republic of Congo (DRC",eac_tfta_press_release.txt | eac_trade_agreements.txt,47.77,610,Trade & Markets,no
2026-05-20T09:21:05.575351,2026-05-20,09:21:05,ceb1bc00,25,english,25.	How do I set up an M-Pesa Paybill or Till number for my business?,"# How Do I Set Up an M-Pesa Paybill or Till Number for My Business?  Excellent question! **M-Pesa payment solutions are essential for modern Kenyan businesses**. Based on the knowledge base, here's your complete guide.  ---  ## What is M-Pesa?  **M-Pesa** = **Mobile Money Service by Safaricom**  ### **From the Knowledge Base:**  > ""Safaricom established M-Pesa branches throughout the country that enable users to complete basic banking transactions without having to visit a bank branch. It also o",kippra_county_business_environment_msmes.pdf | kenya_national_digital_masterplan_2022_2032.pdf | ecommerce_africa_msme_research_2024.pdf | gsma_state_mobile_money_report_2024.pdf,39.14,670,Digital Finance,no
2026-05-20T09:21:18.682401,2026-05-20,09:21:18,ceb1bc00,26,english,26.	What is the difference between M-Pesa Paybill and Buy Goods Till for a business?,"# What is the Difference Between M-Pesa Paybill and Buy Goods Till for a Business?  Great question! Both are **M-Pesa payment solutions**, but they work differently. Here's a detailed comparison.  ---  ## Quick Overview  | Feature | Paybill | Buy Goods Till | |---------|---------|---| | **Best For** | Services, subscriptions, billings | Retail sales, physical products | | **Customer Action** | ""Lipa na M-Pesa Online"" | ""Buy Goods and Services"" | | **Payment Type** | Service-based | Product-based",yedf_loan_application_form_individual.pdf | kippra_county_business_environment_msmes.pdf | yedf_strategic_plan_2020_2024.pdf | tax_procedures_act_cap469b.pdf,11.2,602,Digital Finance,no
2026-05-20T09:22:18.603707,2026-05-20,09:22:18,ceb1bc00,27,english,27.	How do digital credit providers like mobile loan apps get regulated in Kenya?,"# How Do Digital Credit Providers Like Mobile Loan Apps Get Regulated in Kenya?  Excellent question! **Digital credit providers (DCPs) are heavily regulated by Kenya's Central Bank**. Based on the knowledge base, here's how the regulatory system works.  ---  ## What are Digital Credit Providers (DCPs)?  **Digital Credit Providers** are **licensed lenders that offer loans through digital platforms** — mainly mobile apps and online portals.  ### **From the Knowledge Base:**  > ""The Central Bank of",cbk_digital_credit_supervision.txt | cbk_digital_credit_providers_regulations_2022.pdf | cbk_finaccess_mse_tracker_2023.pdf,56.2,764,Financing,no
2026-05-20T09:22:33.556219,2026-05-20,09:22:33,ceb1bc00,28,english,28.	What licenses does a pharmacy or chemist shop need to operate in Kenya?,"# What Licenses Does a Pharmacy or Chemist Shop Need to Operate in Kenya?  Excellent question! **Pharmacy businesses have strict regulatory requirements in Kenya**. Based on the knowledge base, here's exactly what you need.  ---  ## Main Regulatory Authority  **The Pharmacy and Poisons Board** is the **National Medicines' Regulatory Authority** established under the **Pharmacy and Poisons Act, Chapter 244 of the Laws of Kenya**.  ### **From the Knowledge Base:**  > ""The Pharmacy and Poisons Boar",ppb_premises_licensing_guide.txt | knbs_msme_survey_2016_report.pdf | doing_business_kenya_launch.txt | doing_business_kenya_sectors.txt,13.23,709,Permits & Licenses,no
2026-05-20T09:23:38.678759,2026-05-20,09:23:38,ceb1bc00,29,english,29.	What licenses does a tech startup or internet service provider need from the Communications Authority?,"# What Licenses Does a Tech Startup or Internet Service Provider Need from the Communications Authority?  Excellent question! **Tech startups and ISPs are regulated by the Communications Authority of Kenya (CA)**. Based on the knowledge base, here's what you need to know.  ---  ## The Communications Authority of Kenya (CA)  ### **What is the CA?**  **The Communications Authority of Kenya** is the **independent regulator of the telecommunications and broadcasting sectors in Kenya**.  ### **From t",fsd_kenya_msme_outlook_report_2024.pdf | fsd_kenya_msme_outlook_transforming_2024.pdf | ca_licensing_procedures.txt | ca_telecom_market_structure_2024.pdf,63.13,742,Permits & Licenses,no
2026-05-20T09:24:23.015189,2026-05-20,09:24:23,ceb1bc00,30,kiswahili,30.	Ninawezaje kupata mkopo kutoka Hustler Fund na ninahitaji nini kustahili?,# Jinsi ya Kupata Mkopo Kutoka Hustler Fund na Mahitaji ya Kustahili  Swali nzuri! **Hustler Fund ni njia rahisi sana ya kupata mkopo haraka**. Hiki ni mwongozo kamili wa jinsi ya kuomba.  ---  ## Hustler Fund Ni Nini?  **Hustler Fund** ni **programu ya serikali ya kukamatia pesa kupitia simu yako**.  ### **Kwa Nini Ni Muhimu?**  ✓ Pesa **haraka** — karibu papo hapo ✓ **Hakuna zabuni** — huna haja ya kuzunguka kwa sentensi ✓ Kiwango cha **riba** kidogo — 8% tu kwa mwaka ✓ Mtandaoni tu — **si laz,hustler_fund_faq.pdf | hustler_fund_personal_loan.pdf | cbk_finaccess_mse_tracker_2023.pdf,42.51,425,Financing,no
2026-05-26T14:03:52.021592,2026-05-26,14:03:52,f41e49f6,1,english,hello. what is the 5 top business in Kenya,"# Top 5 Businesses in Kenya  Hello! Here are the leading business sectors in Kenya:  ## 1. **Agriculture & Agribusiness** - Tea, coffee, flowers, horticulture exports - Dairy farming and livestock - Food processing - Very important for Kenya's economy and exports  ## 2. **Retail & Trade** - Supermarkets and shops - Wholesale distribution - Small-scale trading (dukas, markets) - E-commerce is growing fast  ## 3. **Financial Services** - Banking and microfinance - Mobile money (M-Pesa is world-fam",business_registration_act_cap499.pdf | doing_business_kenya_sme_guide_2024.pdf | brs_registration_business_names_act.pdf,4.74,189,General Advisory,no
2026-05-26T14:13:20.310848,2026-05-26,14:13:20,aa2be170,1,english,where is located Caferour supermarket,"I don't have information about the location of Caferour supermarket in my knowledge base.  However, I can help you in other ways:  1. **Search online** - Try Google Maps, Google Search, or local business directories 2. **Call directory services** - Contact Kenya's business information services 3. **Ask locally** - Visit nearby supermarkets or ask residents in your area  ---  **If you're looking for Caferour for business reasons**, I can help you with: - How to register a supermarket business in",knbs_msme_survey_2016_report.pdf | income_tax_act_cap470.pdf,2.95,108,Trade & Markets,no
2026-05-26T14:14:06.813115,2026-05-26,14:14:06,aa2be170,2,english,how many employees work at Carefour junction supermaket,"I don't have information about Carrefour Junction Supermarket or its employee numbers in my knowledge base.  To find this information, you could:  1. **Contact them directly** - Call or visit the supermarket 2. **Check their website or social media** - They may list this information 3. **Ask the HR department** - If you're considering working there or doing business with them  ---  **If you're interested in supermarket employment or business**, I can help with: - How to register your own retail",krb_annual_public_roads_programme.pdf,3.63,122,General Advisory,no
2026-05-26T14:15:56.610861,2026-05-26,14:15:56,aa2be170,3,english,"I am in Kitui, and want to start a small business. How do I go about it?","Great! Starting a business in Kitui is exciting. Here's a practical step-by-step guide:  ---  ## **STEP 1: PLAN YOUR BUSINESS** - Decide what business (retail, services, farming, etc.) - Understand your market and customers in Kitui - Write a simple business plan - Calculate startup costs and savings  ---  ## **STEP 2: REGISTER YOUR BUSINESS**  **With the Business Registration Service (BRS):** - Register online at **www.brscportal.go.ke** or visit a BRS office - Cost: Around **Ksh 500-2,000** de",jua_kali_sustainability_challenges_nairobi.txt | fsd_kenya_msme_outlook_report_2024.pdf | fsd_kenya_msme_outlook_transforming_2024.pdf,16.2,569,General Advisory,no
2026-05-26T14:21:53.412401,2026-05-26,14:21:53,2583bf43,1,english,which business works well in Kajiado,"# Best Business Opportunities in Kajiado  Based on Kajiado's geography and demographics, here are business ideas that typically work well:  ## **Agriculture & Livestock** (Strong in Kajiado) - **Livestock farming** — cattle, goats, sheep (pastoralist tradition) - **Dairy production** — milk collection, yogurt, cheese-making - **Vegetable farming** — especially in high-potential areas like Loitokitok - **Horticulture** — flowers, fruits for Nairobi markets - **Animal feed production** — growing d",income_tax_act_cap470.pdf | knbs_census_2019_county_population.pdf | knbs_uasin_gishu_eldoret_abstract_2021.pdf,5.24,212,General Advisory,no
2026-05-26T14:43:12.378728,2026-05-26,14:43:12,46863a8f,1,english,hello,"# Hello! 👋  Welcome! I'm here to help you with practical advice on growing and managing your business in Kenya.  Whether you're just starting out or already running a business, I can help you with:  ✅ **Getting registered** — Business registration, licensing, eCitizen permits   ✅ **Tax matters** — KRA, VAT, income tax, eTIMS   ✅ **Finding money** — Hustler Fund, loans, savings groups (chama)   ✅ **Workers & safety** — NSSF, health insurance, employment laws   ✅ **Selling more** — Markets, export",none,3.88,139,General Advisory,no
2026-05-26T14:44:06.140761,2026-05-26,14:44:06,46863a8f,2,kiswahili,hello,"# Habari! 👋  Karibu sana! Mimi ni msaada wako wa biashara hapa Kenya.  Niko hapa kusaidia wewe na maswali yoyote kuhusu biashara yako - sawa iwe ndogo au kubwa.  ---  ## Naweza kukusaidia na:  ✅ **Kuandikisha biashara** — KRA, BRS, leseni, permits   ✅ **Kodi na kila kitu cha serikali** — VAT, income tax, eTIMS   ✅ **Kupata pesa** — Hustler Fund, mkopo, chama, SACCO   ✅ **Wafanyakazi na NSSF** — Kila kitu kuhusu wafanyakazi   ✅ **Kuuza zaidi** — Soko, kuuza kwa online   ✅ **Teknolohojia** — Malip",none,6.68,126,General Advisory,no
2026-05-26T14:49:59.095441,2026-05-26,14:49:59,a734a48f,1,english,how is business of MPSA in Masai land,"# Business in Maasailand - General Guidance  I appreciate your question, but I need to be honest: **my knowledge base doesn't contain specific information about MPSA (I'm not certain what this acronym refers to) or detailed business conditions unique to Maasailand.**  However, I can offer some **general guidance for doing business in pastoral/rural Kenya areas like Maasailand**:  ## Key Considerations:  **1. Land & Tenure Issues** - In pastoral areas, land tenure can be complex (communal, group",knbs_msme_survey_2016_report.pdf | knbs_meru_county_abstract.pdf | income_tax_act_cap470.pdf | knbs_statistical_abstract_2023.pdf,5.61,241,General Advisory,no
2026-05-26T14:53:40.061252,2026-05-26,14:53:40,a734a48f,1,english,yes,"Hello! 👋 Welcome! I'm here to help you with business advice for your MSME in Kenya.  However, I need to understand what you're looking for. Could you please tell me more about your question or situation?  For example, are you asking about:  - **Business Registration & Licensing** – How to register your business or get permits? - **Taxes** – VAT, income tax, eTIMS, or other KRA obligations? - **Financing** – Getting a loan from Hustler Fund, banks, SACCOs, or chama? - **Social Security** – NSSF,",gsma_state_mobile_money_report_2024.pdf | kenya_chama_microfinance_health_women.txt | tveta_journal_vol5_2022.pdf,3.59,131,General Advisory,no
2026-05-26T15:09:18.832718,2026-05-26,15:09:18,971b947e,1,english,how do I apply for alien card,"# Alien Card Application in Kenya  I appreciate your question, but I should clarify that **alien card/work permit applications are not my area of expertise**. I specialise in helping MSMEs with business registration, taxation, financing, and related matters.  However, here's what I can tell you:  ## For Work Permits in Kenya: - **Responsible authority**: The **Directorate of Immigration** (under the Ministry of Interior) - **Process**: Typically done through eCitizen portal or at immigration off",faulu_about.txt | faulu_msme_banking.txt | faulu_micro_unsecured_loan.txt | faulu_micro_secured_loan.txt,4.83,182,General Advisory,no
2026-05-26T15:10:03.308813,2026-05-26,15:10:03,971b947e,2,english,ok understood,"Great! 👍  Whenever you're ready to discuss **business registration, taxes, financing, licensing, or any MSME-related matters in Kenya**, I'm here to help.  Feel free to ask me about: - Starting or formalizing your business - Tax obligations (VAT, income tax, eTIMS, etc.) - Getting loans or grants (Hustler Fund, YEDF, banks, SACCOs) - Social security registration (NSSF, SHA) - Market access and trade - Business compliance  **Just drop your question anytime!** 😊",kenya_informal_economy_formalization.txt | kenya_socio_cultural_business_environment.txt | mombasa_county_finance_act_2024.txt,3.14,72,General Advisory,no
2026-05-26T15:11:36.872816,2026-05-26,15:11:36,69f4acf0,1,english,watendata,# Watendata – Water & Sanitation Data Platform  Hello! I'm not sure what specific question you have about **Watendata**.  Are you asking about:  1. **Using Watendata as a business tool** – for water supply or sanitation business operations? 2. **Accessing water/sanitation services** – finding suppliers or utilities? 3. **Water business opportunities** – starting a water supply or sanitation business in Kenya? 4. **Government water data** – for compliance or planning?  ---  ## If you're starting,none,3.88,137,General Advisory,no
